diag;nb;categ;nb_categ;ponderation
V4758;262;V47;4108;6,4
X4698;1;X46;170;0,6
D539;2157;D53;4134;52,2
V0399;196;V03;4206;4,7
G590;420;G59;471;89,2
A360;15;A36;55;27,3
X8098;12;X80;2348;0,5
Y100;110;Y10;257;42,8
W028;643;W02;7866;8,2
T276;5;T27;154;3,2
V6981;1;V69;133;0,8
S602;6361;S60;11972;53,1
M5450;3931;M54;211155;1,9
Y230;2;Y23;16;12,5
Y309;51;Y30;435;11,7
X67899;5;X67;513;1,0
W8583;2;W85;99;2,0
S8201;755;S82;109565;0,7
O902;4624;O90;11763;39,3
V4844;2;V48;4071;0,0
H181;1004;H18;14439;7,0
M6122;1;M61;584;0,2
C823;3168;C82;53782;5,9
D180;17324;D18;18974;91,3
M4621;12;M46;21025;0,1
X6572;1;X65;5833;0,0
L254;6;L25;691;0,9
F660;10;F66;252;4,0
D267;271;D26;3756;7,2
X581;2;X58;308;0,6
W5682;1;W56;413;0,2
M4702;93;M47;50890;0,2
V2828;6;V28;5740;0,1
E233;150;E23;21854;0,7
T452;211;T45;8025;2,6
Y0403;1;Y04;10200;0,0
F2311;67;F23;7149;0,9
X3262;3;X32;90;3,3
W5001;11;W50;1756;0,6
M7241;33;M72;32916;0,1
V8302;2;V83;17;11,8
X4603;3;X46;170;1,8
H352;763;H35;82605;0,9
V1989;49;V19;4850;1,0
X4111;2;X41;3072;0,1
S1211;5;S12;17625;0,0
X4402;2;X44;4266;0,0
Y108;6;Y10;257;2,3
W0219;7;W02;7866;0,1
H211;278;H21;2940;9,5
Q428;69;Q42;1686;4,1
S609;288;S60;11972;2,4
M5483;237;M54;211155;0,1
Y239;9;Y23;16;56,2
H620;55;H62;328;16,8
X673+9;1;X67;513;0,2
W8531;1;W85;99;1,0
S8260;16160;S82;109565;14,7
D384;297;D38;16206;1,8
M9981;2;M99;4394;0,0
Y2299;2;Y22;8;25,0
X350;942;X35;966;97,5
V8552;1;V85;10;10,0
V041;177;V04;358;49,4
K561;3587;K56;247734;1,4
V9451;2;V94;134;1,5
C452;50;C45;21422;0,2
F512;1525;F51;16564;9,2
N182;36006;N18;3879971;0,9
X5842;1;X58;308;0,3
V336;4;V33;45;8,9
M4704;5;M47;50890;0,0
V284;1919;V28;5740;33,4
W3799;2;W37;20;10,0
T450;971;T45;8025;12,1
W5138;6;W51;789;0,8
S235;2;S23;259;0,8
X328;7;X32;90;7,8
W506;3;W50;1756;0,2
M7268;367;M72;32916;1,1
A545;30;A54;1026;2,9
X4602;1;X46;170;0,6
H356;1612;H35;82605;2,0
V0300;1;V03;4206;0,0
Y455;744;Y45;30689;2,4
S1270;2474;S12;17625;14,0
X4440;1;X44;4266;0,0
I675;1246;I67;144217;0,9
W0240;50;W02;7866;0,6
T844;2683;T84;92657;2,9
T202;3430;T20;4874;70,4
W7619;1;W76;31;3,2
M5486;2652;M54;211155;1,3
L532;2;L53;21393;0,0
Y3024;2;Y30;435;0,5
X67109;4;X67;513;0,8
W8582;5;W85;99;5,1
S8231;1532;S82;109565;1,4
X6182;3;X61;60476;0,0
J310;7288;J31;14257;51,1
H180;74;H18;14439;0,5
X3529;1;X35;966;0,1
V853;2;V85;10;20,0
V0499;9;V04;358;2,5
M4602;4;M46;21025;0,0
R296;169958;R29;181959;93,4
P221;16036;P22;83206;19,3
N067;14;N06;790;1,8
Z634;20417;Z63;130431;15,7
R781;40;R78;7421;0,5
W568;12;W56;413;2,9
M4714;83;M47;50890;0,2
V289;932;V28;5740;16,2
E236;1771;E23;21854;8,1
T458;76;T45;8025;0,9
Y0430;24;Y04;10200;0,2
F2391;183;F23;7149;2,6
C402;7099;C40;10985;64,6
W5018;6;W50;1756;0,3
Q750;2578;Q75;4636;55,6
V846;4;V84;193;2,1
Q989;10;Q98;887;1,1
H354;174;H35;82605;0,2
V0394;5;V03;4206;0,1
X4189;8;X41;3072;0,3
A362;3;A36;55;5,5
B780;143;B78;458;31,2
Y104;3;Y10;257;1,2
W0248;159;W02;7866;2,0
H210;735;H21;2940;25,0
T203;470;T20;4874;9,6
W768;1;W76;31;3,2
M5408;5;M54;211155;0,0
W7780;1;W77;5;20,0
F1522;55;F15;3229;1,7
X678+2;1;X67;513;0,2
F446;236;F44;9556;2,5
S8240;4099;S82;109565;3,7
M9952;161;M99;4394;3,7
N378;116;N37;639;18,2
J331;2663;J33;16719;15,9
I710;10830;I71;85993;12,6
V0418;22;V04;358;6,1
M469;677;M46;21025;3,2
X6509;230;X65;5833;3,9
P220;27617;P22;83206;33,2
K588;11135;K58;23884;46,6
R231;4645;R23;21363;21,7
M0365;20;M03;341;5,9
E788;125884;E78;941855;13,4
M4727;1135;M47;50890;2,2
V2824;1;V28;5740;0,0
A398;141;A39;1370;10,3
T454;189;T45;8025;2,4
W5104;1;W51;789;0,1
F2300;195;F23;7149;2,7
X020;125;X02;222;56,3
W5010;12;W50;1756;0,7
M7299;5;M72;32916;0,0
V8408;2;V84;193;1,0
X4609;12;X46;170;7,1
H358;10417;H35;82605;12,6
V1941;2;V19;4850;0,0
X4129;13;X41;3072;0,4
S1221;14;S12;17625;0,1
B789;303;B78;458;66,2
Y1002;2;Y10;257;0,8
W0253;1;W02;7866;0,0
T842;2955;T84;92657;3,2
V6999;10;V69;133;7,5
W764;2;W76;31;6,5
M541;1382;M54;211155;0,7
L538;9337;L53;21393;43,6
F078;8024;F07;20350;39,4
X670;149;X67;513;29,0
W8572;1;W85;99;1,0
S8200;7683;S82;109565;7,0
V4848;9;V48;4071;0,2
H188;1755;H18;14439;12,2
X358;1;X35;966;0,1
P941;637;P94;11429;5,6
V0498;4;V04;358;1,1
M4624;353;M46;21025;1,7
X659;1288;X65;5833;22,1
C450;18448;C45;21422;86,1
F510;6049;F51;16564;36,5
N189;174887;N18;3879971;4,5
X5883;7;X58;308;2,3
A510;85;A51;500;17,0
M4711;7;M47;50890;0,0
V2892;11;V28;5740;0,2
W370;1;W37;20;5,0
T457;525;T45;8025;6,5
Y041;210;Y04;10200;2,1
S230;27;S23;259;10,4
X3299;13;X32;90;14,4
W5008;22;W50;1756;1,3
M7293;2;M72;32916;0,0
A543;28;A54;1026;2,7
X4699;10;X46;170;5,9
Z227;1709;Z22;45670;3,7
V0310;13;V03;4206;0,3
X4101;9;X41;3072;0,3
Q256;922;Q25;12186;7,6
Z032;735;Z03;20755;3,5
Y1099;7;Y10;257;2,7
W022;89;W02;7866;1,1
T843;743;T84;92657;0,8
V6984;1;V69;133;0,8
W761;6;W76;31;19,4
M5463;302;M54;211155;0,1
L531;22;L53;21393;0,1
F1555;1;F15;3229;0,0
X6718;1;X67;513;0,2
W8562;2;W85;99;2,0
S8281;2226;S82;109565;2,0
V4829;4;V48;4071;0,1
Y229;3;Y22;8;37,5
J339;657;J33;16719;3,9
I712;31066;I71;85993;36,1
V0492;4;V04;358;1,1
M4633;103;M46;21025;0,5
X6500;1;X65;5833;0,0
C457;427;C45;21422;2,0
K583;3725;K58;23884;15,6
Z631;12203;Z63;130431;9,4
X5899;9;X58;308;2,9
A515;29;A51;500;5,8
M4788;223;M47;50890;0,4
A227;1;A22;4;25,0
A392;243;A39;1370;17,7
T455;3637;T45;8025;45,3
Y0498;138;Y04;10200;1,4
F239;1352;F23;7149;18,9
X0218;3;X02;222;1,4
W5040;1;W50;1756;0,1
M7246;11;M72;32916;0,0
V470;196;V47;4108;4,8
X4613;1;X46;170;0,6
H357;271;H35;82605;0,3
V0308;55;V03;4206;1,3
Z992+0;1316068;Z99;1711266;76,9
Q257;712;Q25;12186;5,8
J64;208;J64;208;100,0
S078;4;S07;244;1,6
W0249;206;W02;7866;2,6
T275;4;T27;154;2,6
V695;1;V69;133;0,8
W7628;1;W76;31;3,2
M5416;7809;M54;211155;3,7
L533;13;L53;21393;0,1
Y3098;4;Y30;435;0,9
X67009;2;X67;513;0,4
O602;672;O60;56113;1,2
F656;2;F65;171;1,2
M9924;2;M99;4394;0,0
Y224;1;Y22;8;12,5
J330;5577;J33;16719;33,4
I716;2070;I71;85993;2,4
D181;1650;D18;18974;8,7
M4620;79;M46;21025;0,4
V9481;6;V94;134;4,5
C459;446;C45;21422;2,1
F668;79;F66;252;31,3
Z637;13392;Z63;130431;10,3
X582;1;X58;308;0,3
V3369;5;V33;45;11,1
M4799;531;M47;50890;1,0
S442;330;S44;822;40,1
Y713;8;Y71;395;2,0
Y0452;3;Y04;10200;0,0
F232;830;F23;7149;11,6
K119;75;K11;19422;0,4
R11;302063;R11;302063;100,0
Q751;262;Q75;4636;5,7
V4750;7;V47;4108;0,2
Q985;23;Q98;887;2,6
H355;2349;H35;82605;2,8
X854;3;X85;27;11,1
X4188;26;X41;3072;0,8
Q254;1754;Q25;12186;14,4
X4449;3;X44;4266;0,1
S070;207;S07;244;84,8
K145;7;K14;4281;0,2
D227;1536;D22;14361;10,7
V6942;4;V69;133;3,0
W769;1;W76;31;3,2
M5465;2187;M54;211155;1,0
L539;7780;L53;21393;36,4
Y3031;1;Y30;435;0,2
K291;17573;K29;507585;3,5
R944;491;R94;47264;1,0
S8291;166;S82;109565;0,2
M9991;3;M99;4394;0,1
H186;3258;H18;14439;22,6
M348;5537;M34;22724;24,4
I714;36747;I71;85993;42,7
V0404;2;V04;358;0,6
M468;294;M46;21025;1,4
V9490;3;V94;134;2,2
P229;3964;P22;83206;4,8
F662;16;F66;252;6,3
N185;3295060;N18;3879971;84,9
R786;2;R78;7421;0,0
W5628;1;W56;413;0,2
M478;2386;M47;50890;4,7
V2842;56;V28;5740;1,0
A399;29;A39;1370;2,1
Y0428;66;Y04;10200;0,6
F2381;115;F23;7149;1,6
K118;1720;K11;19422;8,9
W5063;1;W50;1756;0,1
M7265;912;M72;32916;2,8
V4714;1;V47;4108;0,0
Q988;54;Q98;887;6,1
Z220;2;Z22;45670;0,0
X8530;1;X85;27;3,7
Y459;302;Y45;30689;1,0
Q258;503;Q25;12186;4,1
X4429;38;X44;4266;0,9
I672;48450;I67;144217;33,6
W0259;1;W02;7866;0,0
T277;2;T27;154;1,3
V6982;8;V69;133;6,0
W7608;2;W76;31;6,5
M5456;57177;M54;211155;27,1
W7708;1;W77;5;20,0
Y3090;1;Y30;435;0,2
U849;6;U84;645;0,9
G588;1159;G58;2675;43,3
F659;21;F65;171;12,3
V4893;1;V48;4071;0,0
N370;523;N37;639;81,8
X3500;14;X35;966;1,4
P611;2097;P61;32177;6,5
V049;32;V04;358;8,9
M4685;34;M46;21025;0,2
R293;3136;R29;181959;1,7
P228;35589;P22;83206;42,8
Q140;102;Q14;411;24,8
R238;556;R23;21363;2,6
M0361;9;M03;341;2,6
W5662;3;W56;413;0,7
M4793;45;M47;50890;0,1
T316;27;T31;10924;0,2
W3702;1;W37;20;5,0
Y0411;10;Y04;10200;0,1
F2330;235;F23;7149;3,3
C400;2053;C40;10985;18,7
W5058;1;W50;1756;0,1
M7249;1;M72;32916;0,0
V474;11;V47;4108;0,3
Q982;17;Q98;887;1,9
Z221;1003;Z22;45670;2,2
V1918;1;V19;4850;0,0
Z991+0;3367;Z99;1711266;0,2
S1280;205;S12;17625;1,2
X4499;217;X44;4266;5,1
I677;2056;I67;144217;1,4
W0282;9;W02;7866;0,1
H215;1222;H21;2940;41,6
V6938;2;V69;133;1,5
W7621;1;W76;31;3,2
M5414;115;M54;211155;0,1
Z388;6;Z38;683165;0,0
Y3029;1;Y30;435;0,2
K293;75636;K29;507585;14,9
R947;548;R94;47264;1,2
F654;3;F65;171;1,8
M9915;1;M99;4394;0,0
H183;669;H18;14439;4,6
X3503;2;X35;966;0,2
Y2508;2;Y25;17;11,8
V0419;55;V04;358;15,4
M4643;10;M46;21025;0,0
V939;19;V93;84;22,6
C451;2051;C45;21422;9,6
Q141;145;Q14;411;35,3
D261;2345;D26;3756;62,4
M0325;4;M03;341;1,2
V3359;9;V33;45;20,0
M4722;1886;M47;50890;3,7
V285;154;V28;5740;2,7
E237;194;E23;21854;0,9
W5190;19;W51;789;2,4
F230;1412;F23;7149;19,8
C403;562;C40;10985;5,1
W5089;3;W50;1756;0,2
Y741;8;Y74;59;13,6
A542;253;A54;1026;24,7
X4662;2;X46;170;1,2
H350;8712;H35;82605;10,5
V1992;20;V19;4850;0,4
Y458;2124;Y45;30689;6,9
Q250;4924;Q25;12186;40,4
X440;2078;X44;4266;48,7
Y1019;1;Y10;257;0,4
Q969;1404;Q96;1974;71,1
H213;91;H21;2940;3,1
V694;11;V69;133;8,3
I068;96;I06;2802;3,4
M5469;600;M54;211155;0,3
Z384;73;Z38;683165;0,0
Y3018;1;Y30;435;0,2
U842;233;U84;645;36,1
R940;916;R94;47264;1,9
S8290;777;S82;109565;0,7
M996;5;M99;4394;0,1
Y220;1;Y22;8;12,5
M340;5569;M34;22724;24,5
P613;478;P61;32177;1,5
B811;1;B81;30;3,3
B159;1380;B15;1391;99,2
X6594;8;X65;5833;0,1
F519;1267;F51;16564;7,6
Z632;5734;Z63;130431;4,4
M0316;1;M03;341;0,3
W562;1;W56;413;0,2
M4719;52;M47;50890;0,1
V2848;270;V28;5740;4,7
Y712;368;Y71;395;93,2
Y0469;1;Y04;10200;0,0
F233;926;F23;7149;13,0
X0208;19;X02;222;8,6
Q514;169;Q51;2485;6,8
J46;26573;J46;26573;100,0
V8403;6;V84;193;3,1
Q983;3;Q98;887;0,3
Z229;91;Z22;45670;0,2
X8504;1;X85;27;3,7
Z990;704;Z99;1711266;0,0
S1281;4;S12;17625;0,0
Y179+4;2;Y17;101;2,0
Y1004;5;Y10;257;1,9
J168;1265;J16;2087;60,6
T845;22745;T84;92657;24,5
V6953;1;V69;133;0,8
W760;8;W76;31;25,8
M5457;8960;M54;211155;4,2
Z382;85;Z38;683165;0,0
F15200;110;F15;3229;3,4
K297;8840;K29;507585;1,7
O600;23673;O60;56113;42,2
Q222;226;Q22;5238;4,3
M9911;7;M99;4394;0,2
H184;2169;H18;14439;15,0
M349;6790;M34;22724;29,9
I711;817;I71;85993;1,0
B813;4;B81;30;13,3
Z723;6782;Z72;28461;23,8
Q811;5;Q81;843;0,6
N066;1;N06;790;0,1
R233;5052;R23;21363;23,6
X580;11;X58;308;3,6
E781;14529;E78;941855;1,5
M4716;235;M47;50890;0,5
V2818;7;V28;5740;0,1
A390;738;A39;1370;53,9
Y0454;2;Y04;10200;0,0
F2320;144;F23;7149;2,0
X3293;1;X32;90;1,1
V455;11;V45;24;45,8
M728;34;M72;32916;0,1
A544;76;A54;1026;7,4
X4689;1;X46;170;0,6
Z226;140;Z22;45670;0,3
V1968;3;V19;4850;0,1
Z994;2062;Z99;1711266;0,1
A369;8;A36;55;14,5
G440;2866;G44;13991;20,5
B520;18;B52;152;11,8
X7588;1;X75;11;9,1
T847;4162;T84;92657;4,5
T201;569;T20;4874;11,7
W7600;1;W76;31;3,2
M5448;430;M54;211155;0,2
Z386;538;Z38;683165;0,1
Y3048;7;Y30;435;1,6
U840;9;U84;645;1,4
O603;10523;O60;56113;18,8
S8210;14696;S82;109565;13,4
V4858;226;V48;4071;5,6
H182;2056;H18;14439;14,2
M342;63;M34;22724;0,3
I719;1723;I71;85993;2,0
B810;16;B81;30;53,3
M4692;23;M46;21025;0,1
V9449;2;V94;134;1,5
E60;2620;E60;2620;100,0
D260;577;D26;3756;15,4
X5848;1;X58;308;0,3
E783;153;E78;941855;0,0
M4789;436;M47;50890;0,9
V2800;181;V28;5740;3,2
M1988;877;M19;74991;1,2
W5180;39;W51;789;4,9
F231;429;F23;7149;6,0
X320;20;X32;90;22,2
V4558;1;V45;24;4,2
M7290;3;M72;32916;0,0
V4761;2;V47;4108;0,0
I120;37726;I12;40547;93,0
H359;179;H35;82605;0,2
V0303;5;V03;4206;0,1
K050;1193;K05;9992;11,9
S1200;1840;S12;17625;10,4
V527;1;V52;2;50,0
B529;88;B52;152;57,9
D869;4281;D86;34945;12,3
H214;41;H21;2940;1,4
V690;2;V69;133;1,5
W762;4;W76;31;12,9
M5404;10;M54;211155;0,0
Z380;656915;Z38;683165;96,2
F153;18;F15;3229;0,6
D27;22941;D27;22941;100,0
R948;981;R94;47264;2,1
H328;78;H32;597;13,1
M995;244;M99;4394;5,6
H189;207;H18;14439;1,4
X3502;1;X35;966;0,1
Y254;1;Y25;17;5,9
B818;9;B81;30;30,0
M4681;1;M46;21025;0,0
R292;416;R29;181959;0,2
N060;190;N06;790;24,1
Z636;2668;Z63;130431;2,0
R789;23;R78;7421;0,3
W5601;1;W56;413;0,2
M4721;3;M47;50890;0,0
V2891;20;V28;5740;0,3
M1925;98;M19;74991;0,1
Y0462;1;Y04;10200;0,0
F2301;129;F23;7149;1,8
K116;751;K11;19422;3,9
W502;51;W50;1756;2,9
Q753;1045;Q75;4636;22,5
V8402;1;V84;193;0,5
X4600;1;X46;170;0,6
Z228;3665;Z22;45670;8,0
V199;2317;V19;4850;47,8
C506;5682;C50;1615553;0,4
A361;2;A36;55;3,6
Y17862;1;Y17;101;1,0
U900;9376;U90;16790;55,8
X7580;1;X75;11;9,1
T848;6522;T84;92657;7,0
Q429;38;Q42;1686;2,3
I060;1293;I06;2802;46,1
M549;5073;M54;211155;2,4
Z387;2;Z38;683165;0,0
F15241;124;F15;3229;3,8
K299;1603;K29;507585;0,3
R946;731;R94;47264;1,5
F650;2;F65;171;1,2
V4868;59;V48;4071;1,4
H187;179;H18;14439;1,2
J338;7822;J33;16719;46,8
I715;224;I71;85993;0,3
M4659;32;M46;21025;0,2
X6582;1;X65;5833;0,0
N062;84;N06;790;10,6
N181;8747;N18;3879971;0,2
X5862;1;X58;308;0,3
W5688;1;W56;413;0,2
M4728;20;M47;50890;0,0
V283;33;V28;5740;0,6
L813;289;L81;2538;11,4
Y0444;14;Y04;10200;0,1
S234;55;S23;259;21,2
X0254;1;X02;222;0,5
W5099;146;W50;1756;8,3
Y748;23;Y74;59;39,0
V471;26;V47;4108;0,6
X4601;6;X46;170;3,5
Z223;38713;Z22;45670;84,8
V1932;1;V19;4850;0,0
Y452;286;Y45;30689;0,9
S1201;9;S12;17625;0,1
O222;272;O22;4340;6,3
U909;7414;U90;16790;44,2
D861;1911;D86;34945;5,5
D226;1083;D22;14361;7,5
V6949;1;V69;133;0,8
I062;388;I06;2802;13,8
M5422;15992;M54;211155;7,6
Z385;9;Z38;683165;0,0
F151;172;F15;3229;5,3
K296;182159;K29;507585;35,9
G589;98;G58;2675;3,7
B04;38;B04;38;100,0
M9914;1;M99;4394;0,0
V616;1;V61;1;100,0
X3510;1;X35;966;0,1
P614;3224;P61;32177;10,0
M4642;100;M46;21025;0,5
R298;5644;R29;181959;3,1
N061;203;N06;790;25,7
R230;6337;R23;21363;29,7
M0367;14;M03;341;4,1
W5600;322;W56;413;78,0
M4726;4463;M47;50890;8,8
V2802;5;V28;5740;0,1
M1998;1786;M19;74991;2,4
W5133;1;W51;789;0,1
S232;21;S23;259;8,1
X322;4;X32;90;4,4
W5011;2;W50;1756;0,1
Q754;182;Q75;4636;3,9
V8492;1;V84;193;0,5
X4628;2;X46;170;1,2
Z224;346;Z22;45670;0,8
V192;6;V19;4850;0,1
C933;425;C93;30359;1,4
S1220;7592;S12;17625;43,1
G448;2540;G44;13991;18,2
B528;46;B52;152;30,3
X7509;4;X75;11;36,4
D221;698;D22;14361;4,9
V699;30;V69;133;22,6
W7689;1;W76;31;3,2
M5481;4;M54;211155;0,0
Z381;4874;Z38;683165;0,7
F1524;468;F15;3229;14,5
K292;2480;K29;507585;0,5
G580;1175;G58;2675;43,9
Q226;352;Q22;5238;6,7
M9989;1;M99;4394;0,0
T833;2697;T83;95458;2,8
X3553;3;X35;966;0,3
P948;2425;P94;11429;21,2
M4645;70;M46;21025;0,3
X6589;12;X65;5833;0,2
B92;53;B92;53;100,0
Z639;2417;Z63;130431;1,9
M030;13;M03;341;3,8
W5649;2;W56;413;0,5
M4720;242;M47;50890;0,5
V2841;13;V28;5740;0,2
M1997;913;M19;74991;1,2
Y046;9;Y04;10200;0,1
F238;520;F23;7149;7,3
X0293;2;X02;222;0,9
Q513;684;Q51;2485;27,5
M7263;146;M72;32916;0,4
V4701;4;V47;4108;0,1
Q986;3;Q98;887;0,3
H351;3567;H35;82605;4,3
V1931;66;V19;4850;1,4
C937;14;C93;30359;0,0
Q253;417;Q25;12186;3,4
Y17371;1;Y17;101;1,0
H82;694;H82;694;100,0
X7599;2;X75;11;18,2
X5098;1;X50;467;0,2
V6902;2;V69;133;1,5
W7679;1;W76;31;3,2
M5421;96;M54;211155;0,0
Z383;20663;Z38;683165;3,0
F1530;17;F15;3229;0,5
K298;30995;K29;507585;6,1
R945;5015;R94;47264;10,6
F658;66;F65;171;38,6
V4871;3;V48;4071;0,1
T838;5948;T83;95458;6,2
X359;1;X35;966;0,1
Y258;3;Y25;17;17,6
M4625;246;M46;21025;1,2
V9391;1;V93;84;1,2
Q143;9;Q14;411;2,2
N184;111078;N18;3879971;2,9
M0366;39;M03;341;11,4
W569;10;W56;413;2,4
M4725;446;M47;50890;0,9
T3140;11;T31;10924;0,1
C481;1599;C48;16761;9,5
Y0401;7;Y04;10200;0,1
F2390;198;F23;7149;2,8
X3298;1;X32;90;1,1
W500;149;W50;1756;8,5
M7294;1;M72;32916;0,0
V847;4;V84;193;2,1
X4612;1;X46;170;0,6
Z222;1;Z22;45670;0,0
X852;1;X85;27;3,7
X4198;15;X41;3072;0,5
Q259;155;Q25;12186;1,3
Y1780;1;Y17;101;1,0
X750;2;X75;11;18,2
M4204;14;M42;319;4,4
X1409;4;X14;72;5,6
I061;908;I06;2802;32,4
M5412;578;M54;211155;0,3
F1521;38;F15;3229;1,2
L729;771;L72;39342;2,0
R943;35138;R94;47264;74,3
S8261;665;S82;109565;0,6
V4898;9;V48;4071;0,2
S437;413;S43;23876;1,7
M341;4765;M34;22724;21,0
P616;456;P61;32177;1,4
M4637;663;M46;21025;3,2
C693;13228;C69;21662;61,1
N065;29;N06;790;3,7
Z635;20477;Z63;130431;15,7
M0324;2;M03;341;0,6
W561;1;W56;413;0,2
M4700;5;M47;50890;0,0
V2821;14;V28;5740;0,2
M1994;1490;M19;74991;2,0
Y0481;10;Y04;10200;0,1
F2321;70;F23;7149;1,0
C409;306;C40;10985;2,8
W5072;1;W50;1756;0,1
M7245;8;M72;32916;0,0
V8358;1;V83;17;5,9
Q987;19;Q98;887;2,1
H353;54561;H35;82605;66,1
V194;121;V19;4850;2,5
C500;16085;C50;1615553;1,0
A230;14;A23;73;19,2
Y17308;3;Y17;101;3,0
O678;2627;O67;3084;85,2
X5092;15;X50;467;3,2
X148;7;X14;72;9,7
I069;117;I06;2802;4,2
M5440;443;M54;211155;0,2
Y3088;2;Y30;435;0,5
K295;156833;K29;507585;30,9
R941;1162;R94;47264;2,5
F655;1;F65;171;0,6
V4854;33;V48;4071;0,8
S434;419;S43;23876;1,8
K048;8573;K04;25391;33,8
Y259;4;Y25;17;23,5
M4608;21;M46;21025;0,1
C695;765;C69;21662;3,5
F661;41;F66;252;16,3
N183;254193;N18;3879971;6,6
X5819;3;X58;308;1,0
W5604;1;W56;413;0,2
M4781;15;M47;50890;0,0
T3131;116;T31;10924;1,1
M1908;1199;M19;74991;1,6
W5110;7;W51;789;0,9
S231;74;S23;259;28,6
K115;2785;K11;19422;14,3
W5009;31;W50;1756;1,8
M7292;4;M72;32916;0,0
V8458;4;V84;193;2,1
Q980;290;Q98;887;32,7
Z369;95;Z36;4622;2,1
V1939;47;V19;4850;1,0
J633;1;J63;54;1,9
R460;30473;R46;50457;60,4
Y1720;1;Y17;101;1,0
J160;822;J16;2087;39,4
M4207;5;M42;319;1,6
X1408;4;X14;72;5,6
W7601;1;W76;31;3,2
M5410;220;M54;211155;0,1
H624;20;H62;328;6,1
K290;1629;K29;507585;0,3
G587;243;G58;2675;9,1
S8241;223;S82;109565;0,2
M9904;39;M99;4394;0,9
T834;1093;T83;95458;1,1
K047;9629;K04;25391;37,9
Y2548;5;Y25;17;29,4
M4693;16;M46;21025;0,1
C690;2486;C69;21662;11,5
K582;3048;K58;23884;12,8
Z630;28850;Z63;130431;22,1
M0363;15;M03;341;4,4
A519;55;A51;500;11,0
M4795;446;M47;50890;0,9
V2838;11;V28;5740;0,2
M1927;655;M19;74991;0,9
Y0453;3;Y04;10200;0,0
D45;12658;D45;12658;100,0
J691;131;J69;140047;0,1
W5092;4;W50;1756;0,2
M7262;146;M72;32916;0,4
V8429;1;V84;193;0,5
S350;223;S35;12809;1,7
V0398;40;V03;4206;1,0
X4159;1;X41;3072;0,0
R462;1726;R46;50457;3,4
V526;1;V52;2;50,0
V730;1;V73;18;5,6
X501;250;X50;467;53,5
X1419;1;X14;72;1,4
D165;955;D16;9172;10,4
M5429;1154;M54;211155;0,5
F1500;99;F15;3229;3,1
K294;29837;K29;507585;5,9
R942;2282;R94;47264;4,8
Q221;1643;Q22;5238;31,4
M9963;2;M99;4394;0,0
T839;236;T83;95458;0,2
X9409;3;X94;89;3,4
P940;127;P94;11429;1,1
K565;31110;K56;247734;12,6
H301;1177;H30;3363;35,0
F513;732;F51;16564;4,4
Z633;3688;Z63;130431;2,8
M0306;2;M03;341;0,6
V335;22;V33;45;48,9
M4729;52;M47;50890;0,1
V2810;12;V28;5740;0,2
L815;3;L81;2538;0,1
W518;23;W51;789;2,9
F2380;131;F23;7149;1,8
X0201;2;X02;222;0,9
V4599;1;V45;24;4,2
M7204;23819;M72;32916;72,4
A549;74;A54;1026;7,2
Q548;684;Q54;5485;12,5
X858;2;X85;27;7,4
C502;97504;C50;1615553;6,0
R465;14;R46;50457;0,0
Y1738;1;Y17;101;1,0
D863;1341;D86;34945;3,8
M4217;1;M42;319;0,3
X1403;1;X14;72;1,4
A598;11;A59;227;4,8
M5488;243;M54;211155;0,1
Y3049;6;Y30;435;1,4
L721;10802;L72;39342;27,5
O601;21245;O60;56113;37,9
S8221;2731;S82;109565;2,5
M9986;2;M99;4394;0,0
S435;384;S43;23876;1,6
X9451;1;X94;89;1,1
P610;6152;P61;32177;19,1
M4684;16;M46;21025;0,1
H300;140;H30;3363;4,2
Q148;52;Q14;411;12,7
R234;2319;R23;21363;10,9
X5898;9;X58;308;2,9
W5689;3;W56;413;0,7
M4709;11;M47;50890;0,0
V2804;4;V28;5740;0,1
W4112;1;W41;14;7,1
W5111;8;W51;789;1,0
X7000;5;X70;3862;0,1
C401;452;C40;10985;4,1
V4549;1;V45;24;4,2
M726;427;M72;32916;1,3
V4790;1;V47;4108;0,0
S359;585;S35;12809;4,6
V1942;7;V19;4850;0,1
X419;502;X41;3072;16,3
R91;92372;R91;92372;100,0
Y1740;1;Y17;101;1,0
D868;12997;D86;34945;37,2
S561;548;S56;3076;17,8
X140;36;X14;72;50,0
D164;1241;D16;9172;13,5
M540;38;M54;211155;0,0
H622;150;H62;328;45,7
U848;133;U84;645;20,6
Q223;282;Q22;5238;5,4
V4899;71;V48;4071;1,7
S431;3938;S43;23876;16,5
K046;1469;K04;25391;5,8
P615;1226;P61;32177;3,8
M4635;823;M46;21025;3,9
C698;410;C69;21662;1,9
F515;2740;F51;16564;16,5
Y532;69;Y53;1348;5,1
X5828;74;X58;308;24,0
A514;170;A51;500;34,0
M4798;34;M47;50890;0,1
C52;5461;C52;5461;100,0
M1905;438;M19;74991;0,6
Y0491;2;Y04;10200;0,0
T092;3;T09;235;1,3
S418;283;S41;6177;4,6
W5000;13;W50;1756;0,7
M7284;13;M72;32916;0,0
V8472;1;V84;193;0,5
D109;102;D10;4763;2,1
V1949;59;V19;4850;1,2
X4199;171;X41;3072;5,6
R463;2717;R46;50457;5,4
E760;3397;E76;10567;32,1
Q963;182;Q96;1974;9,2
X509;22;X50;467;4,7
X1402;1;X14;72;1,4
A590;206;A59;227;90,7
M545;22800;M54;211155;10,8
